age,age_bin,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn
35,20-39,159385,0.03,0,4251024288,2429,Yes,Bachelor or equivalent,Male,Yes,Married,5,\N,2,7,17,Others,214,OH,184,188,No,No,0.05,3161,790,0
35,20-39,159385,0.03,0,4251024288,2429,Yes,Bachelor or equivalent,Male,Yes,Married,5,\N,2,7,17,Others,214,OH,184,188,No,No,0.05,3904,650,0
66,60-79,20285,0.01,0.01,4251029857,2430,Yes,Bachelor or equivalent,Female,Yes,Married,63,\N,3,5,36,Others,386,OR,381,203,No,Yes,0.51,6893,861,0
66,60-79,20285,0.01,0.01,4251029857,2430,Yes,Bachelor or equivalent,Female,Yes,Married,63,\N,3,5,36,Others,386,OR,381,203,No,Yes,0.51,6769,846,0
66,60-79,20285,0.01,0.01,4251029857,2430,Yes,Bachelor or equivalent,Female,Yes,Married,63,\N,3,5,36,Others,386,OR,381,203,No,Yes,0.51,977,977,0
14,0-19,18314,0.03,0.02,4251023922,2431,Yes,Master or equivalent,Female,Yes,Single,71,\N,1,2,76,Others,246,AZ,384,63,No,No,0.72,2864,716,0
14,0-19,18314,0.03,0.02,4251023922,2431,Yes,Master or equivalent,Female,Yes,Single,71,\N,1,2,76,Others,246,AZ,384,63,No,No,0.72,5053,631,0
44,40-59,129214,0.02,0.03,4251023908,2432,Yes,Master or equivalent,Male,Yes,Single,9,\N,3,0,95,Others,419,CA,81,78,No,No,0.18,4622,770,0
44,40-59,129214,0.02,0.03,4251023908,2432,Yes,Master or equivalent,Male,Yes,Single,9,\N,3,0,95,Others,419,CA,81,78,No,No,0.18,3770,942,0
60,60-79,127243,0.04,0,4251063994,2433,Yes,High School or below,Female,Yes,Married,16,\N,1,5,35,Others,279,MI,85,188,No,No,0.39,2035,508,0
60,60-79,127243,0.04,0,4251063994,2433,Yes,High School or below,Female,Yes,Married,16,\N,1,5,35,Others,279,MI,85,188,No,No,0.39,5874,652,0
22,20-39,238144,0.02,0.01,4251096868,2434,Yes,High School or below,Male,Yes,Single,74,\N,2,3,54,Others,451,MS,282,203,No,No,0.84,2968,494,0
22,20-39,238144,0.02,0.01,4251096868,2434,Yes,High School or below,Male,Yes,Single,74,\N,2,3,54,Others,451,MS,282,203,No,No,0.84,4962,708,0
38,20-39,236173,0.04,0.02,4251098161,2435,Yes,High School or below,Male,No,Married,82,\N,1,0,94,Others,311,SD,285,63,No,No,0.05,2900,725,0
38,20-39,236173,0.04,0.02,4251098161,2435,Yes,High School or below,Male,No,Married,82,\N,1,0,94,Others,311,SD,285,63,No,No,0.05,2323,464,0
69,60-79,97073,0.02,0.03,4251042683,2436,Yes,High School or below,Female,Yes,Married,20,\N,2,6,13,Others,484,TX,482,78,No,No,0.51,4282,856,0
69,60-79,97073,0.02,0.03,4251042683,2436,Yes,High School or below,Female,Yes,Married,20,\N,2,6,13,Others,484,TX,482,78,No,No,0.51,3760,626,0
16,0-19,95102,0.04,0,4251075018,2437,Yes,Bachelor or equivalent,Male,Yes,Single,27,\N,1,4,53,Others,344,GA,485,188,No,No,0.72,3858,771,0
16,0-19,95102,0.04,0,4251075018,2437,Yes,Bachelor or equivalent,Male,Yes,Single,27,\N,1,4,53,Others,344,GA,485,188,No,No,0.72,3124,781,0
16,0-19,95102,0.04,0,4251075018,2437,Yes,Bachelor or equivalent,Male,Yes,Single,27,\N,1,4,53,Others,344,GA,485,188,No,No,0.72,629,629,0
47,40-59,206003,0.02,0.01,4251020766,2438,Yes,Bachelor or equivalent,Female,Yes,Single,85,\N,2,1,72,Others,16,HI,182,203,No,No,0.18,5493,784,0
47,40-59,206003,0.02,0.01,4251020766,2438,Yes,Bachelor or equivalent,Female,Yes,Single,85,\N,2,1,72,Others,16,HI,182,203,No,No,0.18,2185,437,0
63,60-79,204032,0.04,0.02,4251056956,2439,Yes,Bachelor or equivalent,Female,Yes,Single,92,\N,0,7,12,Others,376,NV,186,63,No,Yes,0.39,8621,862,0
63,60-79,204032,0.04,0.02,4251056956,2439,Yes,Bachelor or equivalent,Female,Yes,Single,92,\N,0,7,12,Others,376,NV,186,63,No,Yes,0.39,1549,516,0
25,20-39,64932,0.03,0.03,4251045482,2440,Yes,Master or equivalent,Male,No,Single,30,\N,2,4,31,Others,49,NJ,382,78,No,No,0.85,3727,745,0
25,20-39,64932,0.03,0.03,4251045482,2440,Yes,Master or equivalent,Male,No,Single,30,\N,2,4,31,Others,49,NJ,382,78,No,No,0.85,5975,853,0
25,20-39,64932,0.03,0.03,4251045482,2440,Yes,Master or equivalent,Male,No,Single,30,\N,2,4,31,Others,49,NJ,382,78,No,No,0.85,1423,1423,0
41,40-59,62961,0.05,0,4251045979,2441,Yes,High School or below,Male,No,Married,38,\N,0,2,71,Others,409,WA,386,188,No,No,0.06,2974,424,0
41,40-59,62961,0.05,0,4251045979,2441,Yes,High School or below,Male,No,Married,38,\N,0,2,71,Others,409,WA,386,188,No,No,0.06,4762,952,0
41,40-59,62961,0.05,0,4251045979,2441,Yes,High School or below,Male,No,Married,38,\N,0,2,71,Others,409,WA,386,188,No,No,0.06,518,518,0
71,60-79,173861,0.03,0.01,4251059818,2442,Yes,High School or below,Female,Yes,Married,96,\N,1,7,90,Technology Related Job,81,WI,83,203,Yes,No,0.51,1105,276,0
71,60-79,173861,0.03,0.01,4251059818,2442,Yes,High School or below,Female,Yes,Married,96,\N,1,7,90,Technology Related Job,81,WI,83,203,Yes,No,0.51,5781,1156,0
71,60-79,173861,0.03,0.01,4251059818,2442,Yes,High School or below,Female,Yes,Married,96,\N,1,7,90,Technology Related Job,81,WI,83,203,Yes,No,0.51,1230,1230,0
19,0-39,171890,0.05,0.02,4251045990,2443,Yes,High School or below,Male,Yes,Single,103,\N,0,5,30,Others,442,KS,86,63,No,No,0.72,5385,769,0
19,0-39,171890,0.05,0.02,4251045990,2443,Yes,High School or below,Male,Yes,Single,103,\N,0,5,30,Others,442,KS,86,63,No,No,0.72,5854,836,0
50,40-59,32791,0.03,0.03,4251073045,2444,Yes,High School or below,Female,Yes,Single,41,\N,1,2,48,Technology Related Job,114,KY,283,78,No,No,0.18,5571,1114,0
50,40-59,32791,0.03,0.03,4251073045,2444,Yes,High School or below,Female,Yes,Single,41,\N,1,2,48,Technology Related Job,114,KY,283,78,No,No,0.18,5054,722,0
65,60-79,30820,0.05,0,4251062481,2445,Yes,Bachelor or equivalent,Female,Yes,Single,49,\N,0,0,89,Others,474,ND,286,188,No,No,0.39,5691,813,0
28,20-39,141720,0.03,0.01,4251060157,2446,Yes,Bachelor or equivalent,Male,Yes,Single,106,\N,1,5,7,Technology Related Job,147,OK,483,203,No,No,0.85,7448,931,0
28,20-39,141720,0.03,0.01,4251060157,2446,Yes,Bachelor or equivalent,Male,Yes,Single,106,\N,1,5,7,Technology Related Job,147,OK,483,203,No,No,0.85,1452,484,0
44,40-59,139749,0.06,0.02,4251012731,2447,Yes,Bachelor or equivalent,Male,Yes,Married,114,\N,3,3,48,Others,7,AZ,487,63,No,No,0.06,3319,663,0
44,40-59,139749,0.06,0.02,4251012731,2447,Yes,Bachelor or equivalent,Male,Yes,Married,114,\N,3,3,48,Others,7,AZ,487,63,No,No,0.06,1823,607,0
44,40-59,139749,0.06,0.02,4251012731,2447,Yes,Bachelor or equivalent,Male,Yes,Married,114,\N,3,3,48,Others,7,AZ,487,63,No,No,0.06,881,881,0
74,60-79,649,0.04,0.03,4251098924,2448,Yes,Bachelor or equivalent,Female,Yes,Married,52,\N,1,1,66,Technology Related Job,179,CA,184,78,No,No,0.51,6994,777,0
74,60-79,649,0.04,0.03,4251098924,2448,Yes,Bachelor or equivalent,Female,Yes,Married,52,\N,1,1,66,Technology Related Job,179,CA,184,78,No,No,0.51,4476,895,0
74,60-79,649,0.04,0.03,4251098924,2448,Yes,Bachelor or equivalent,Female,Yes,Married,52,\N,1,1,66,Technology Related Job,179,CA,184,78,No,No,0.51,251,251,0
22,20-39,248678,0.06,0,4251024372,2449,Yes,PhD or equivalent,Male,No,Single,59,\N,3,6,7,Others,39,MI,187,188,No,No,0.72,5200,742,1
22,20-39,248678,0.06,0,4251024372,2449,Yes,PhD or equivalent,Male,No,Single,59,\N,3,6,7,Others,39,MI,187,188,No,No,0.72,4203,700,1
52,40-59,109579,0.04,0.01,4251090925,2450,Yes,High School or below,Female,Yes,Married,117,\N,0,4,25,Technology Related Job,212,MN,384,203,No,No,0.18,5635,704,1
52,40-59,109579,0.04,0.01,4251090925,2450,Yes,High School or below,Female,Yes,Married,117,\N,0,4,25,Technology Related Job,212,MN,384,203,No,No,0.18,2705,541,1
68,60-79,107608,0.06,0.02,4251067760,2451,Yes,High School or below,Female,Yes,Single,5,\N,3,1,66,Others,72,SC,387,63,No,No,0.39,4888,698,0
68,60-79,107608,0.06,0.02,4251067760,2451,Yes,High School or below,Female,Yes,Single,5,\N,3,1,66,Others,72,SC,387,63,No,No,0.39,1863,465,0
31,20-39,218508,0.04,0.03,4251050059,2452,Yes,High School or below,Male,Yes,Single,63,\N,0,7,84,Technology Related Job,244,TN,84,78,No,Yes,0.85,5264,584,0
31,20-39,218508,0.04,0.03,4251050059,2452,Yes,High School or below,Male,Yes,Single,63,\N,0,7,84,Technology Related Job,244,TN,84,78,No,Yes,0.85,1241,620,0
47,40-59,216537,0.06,0,4251086494,2453,Yes,High School or below,Male,Yes,Married,70,\N,2,4,25,Others,104,FL,88,188,No,No,0.06,958,479,0
47,40-59,216537,0.06,0,4251086494,2453,Yes,High School or below,Male,Yes,Married,70,\N,2,4,25,Others,104,FL,88,188,No,No,0.06,2115,705,0
77,60-79,77438,0.04,0.01,4251057845,2454,Yes,Bachelor or equivalent,Female,No,Married,8,\N,0,2,43,Technology Related Job,277,HI,285,203,No,No,0.51,866,216,0
77,60-79,77438,0.04,0.01,4251057845,2454,Yes,Bachelor or equivalent,Female,No,Married,8,\N,0,2,43,Technology Related Job,277,HI,285,203,No,No,0.51,6107,763,0
25,20-39,75466,0.07,0.02,4251037112,2455,Yes,Bachelor or equivalent,Male,No,Married,15,\N,2,7,84,Others,137,NV,288,63,No,No,0.73,3783,756,0
25,20-39,75466,0.07,0.02,4251037112,2455,Yes,Bachelor or equivalent,Male,No,Married,15,\N,2,7,84,Others,137,NV,288,63,No,No,0.73,3639,727,0
55,40-59,186367,0.05,0.03,4251011003,2456,Yes,Bachelor or equivalent,Female,Yes,Married,73,\N,3,5,2,Technology Related Job,309,NH,485,78,No,No,0.18,753,376,0
55,40-59,186367,0.05,0.03,4251011003,2456,Yes,Bachelor or equivalent,Female,Yes,Married,73,\N,3,5,2,Technology Related Job,309,NH,485,78,No,No,0.18,4179,696,0
71,60-79,184396,0.07,0,4251098262,2457,Yes,Master or equivalent,Female,Yes,Single,81,\N,2,2,42,Others,170,VA,488,188,No,No,0.39,202,202,0
71,60-79,184396,0.07,0,4251098262,2457,Yes,Master or equivalent,Female,Yes,Single,81,\N,2,2,42,Others,170,VA,488,188,No,No,0.39,4966,993,0
33,20-39,45296,0.05,0.01,4251038739,2458,Yes,PhD or equivalent,Male,Yes,Single,19,\N,3,0,61,Technology Related Job,342,WV,185,203,No,No,0.85,2849,949,0
33,20-39,45296,0.05,0.01,4251038739,2458,Yes,PhD or equivalent,Male,Yes,Single,19,\N,3,0,61,Technology Related Job,342,WV,185,203,No,No,0.85,4783,683,0
33,20-39,45296,0.05,0.01,4251038739,2458,Yes,PhD or equivalent,Male,Yes,Single,19,\N,3,0,61,Technology Related Job,342,WV,185,203,No,No,0.85,1223,1223,0
49,40-59,43325,0.07,0.02,4251069745,2459,Yes,High School or below,Male,Yes,Married,26,\N,2,5,1,Others,202,IA,189,63,No,No,0.06,4571,653,0
49,40-59,43325,0.07,0.02,4251069745,2459,Yes,High School or below,Male,Yes,Married,26,\N,2,5,1,Others,202,IA,189,63,No,No,0.06,9349,934,0
12,0-19,154226,0.05,0.03,4251039637,2460,No,High School or below,Female,No,Single,84,\N,3,3,20,Technology Related Job,374,KY,386,78,No,No,0.52,1925,481,0
12,0-19,154226,0.05,0.03,4251039637,2460,No,High School or below,Female,No,Single,84,\N,3,3,20,Technology Related Job,374,KY,386,78,No,No,0.52,3776,755,0
28,20-39,152255,0.07,0,4251065266,2461,Yes,High School or below,Male,Yes,Married,92,\N,1,0,60,Others,235,ND,389,188,No,Yes,0.73,2740,391,0
28,20-39,152255,0.07,0,4251065266,2461,Yes,High School or below,Male,Yes,Married,92,\N,1,0,60,Others,235,ND,389,188,No,Yes,0.73,2847,949,0
58,40-59,13155,0.06,0.01,4251075196,2462,Yes,High School or below,Female,Yes,Married,30,\N,3,6,79,Technology Related Job,407,OH,86,203,No,No,0.18,7577,1082,0
58,40-59,13155,0.06,0.01,4251075196,2462,Yes,High School or below,Female,Yes,Married,30,\N,3,6,79,Technology Related Job,407,OH,86,203,No,No,0.18,3164,791,0
74,60-79,11184,0,0.02,4251042841,2463,Yes,Bachelor or equivalent,Female,Yes,Single,37,\N,1,3,19,Others,267,AK,89,63,No,No,0.39,6961,773,0
74,60-79,11184,0,0.02,4251042841,2463,Yes,Bachelor or equivalent,Female,Yes,Single,37,\N,1,3,19,Others,267,AK,89,63,No,No,0.39,2024,674,0
36,20-39,122084,0.06,0.03,4251099519,2464,Yes,Bachelor or equivalent,Male,Yes,Single,95,\N,2,1,38,Technology Related Job,440,AR,286,78,No,No,0.85,3316,414,0
36,20-39,122084,0.06,0.03,4251099519,2464,Yes,Bachelor or equivalent,Male,Yes,Single,95,\N,2,1,38,Technology Related Job,440,AR,286,78,No,No,0.85,4610,658,0
52,40-59,120113,0,0,4251056965,2465,Yes,Master or equivalent,Female,Yes,Single,102,\N,1,7,78,Others,300,MA,290,188,No,No,0.06,1941,388,0
52,40-59,120113,0,0,4251056965,2465,Yes,Master or equivalent,Female,Yes,Single,102,\N,1,7,78,Others,300,MA,290,188,No,No,0.06,5359,893,0
14,0-19,231014,0.06,0.01,4251065593,2466,Yes,Master or equivalent,Female,Yes,Single,40,\N,2,4,97,Technology Related Job,472,MN,486,203,No,No,0.52,5201,650,0
14,0-19,231014,0.06,0.01,4251065593,2466,Yes,Master or equivalent,Female,Yes,Single,40,\N,2,4,97,Technology Related Job,472,MN,486,203,No,No,0.52,1206,1206,0
30,20-39,229043,0,0.02,4251016916,2467,Yes,High School or below,Male,Yes,Married,48,\N,1,2,37,Others,332,SC,490,63,Yes,No,0.73,2417,604,1
30,20-39,229043,0,0.02,4251016916,2467,Yes,High School or below,Male,Yes,Married,48,\N,1,2,37,Others,332,SC,490,63,Yes,No,0.73,6931,866,1
61,60-79,89943,0.06,0.03,4251087729,2468,Yes,High School or below,Female,No,Married,106,\N,2,7,56,Technology Related Job,5,SD,187,78,No,No,0.18,4519,753,0
61,60-79,89943,0.06,0.03,4251087729,2468,Yes,High School or below,Female,No,Married,106,\N,2,7,56,Technology Related Job,5,SD,187,78,No,No,0.18,5686,947,0
77,60-79,87972,0,0,4251009732,2469,Yes,High School or below,Female,No,Single,113,\N,0,5,96,Others,365,DE,190,188,No,No,0.4,1491,372,0
77,60-79,87972,0,0,4251009732,2469,Yes,High School or below,Female,No,Single,113,\N,0,5,96,Others,365,DE,190,188,No,No,0.4,1439,719,0
39,20-59,198872,0.07,0.01,4251076664,2470,Yes,High School or below,Male,Yes,Married,51,\N,2,2,15,Technology Related Job,37,GA,387,203,No,No,0.85,2568,428,0
39,20-59,198872,0.07,0.01,4251076664,2470,Yes,High School or below,Male,Yes,Married,51,\N,2,2,15,Technology Related Job,37,GA,387,203,No,No,0.85,2955,591,0
55,40-59,196901,0.01,0.02,4251022248,2471,Yes,Bachelor or equivalent,Female,Yes,Single,59,\N,0,0,55,Others,397,NE,390,63,No,No,0.06,1955,977,0
55,40-59,196901,0.01,0.02,4251022248,2471,Yes,Bachelor or equivalent,Female,Yes,Single,59,\N,0,0,55,Others,397,NE,390,63,No,No,0.06,3475,579,0
55,40-59,196901,0.01,0.02,4251022248,2471,Yes,Bachelor or equivalent,Female,Yes,Single,59,\N,0,0,55,Others,397,NE,390,63,No,No,0.06,163,163,0
17,0-19,57802,0.07,0.02,4251020306,2472,Yes,Bachelor or equivalent,Male,Yes,Single,116,\N,1,5,73,Technology Related Job,70,NH,87,78,No,No,0.52,7649,956,0
17,0-19,57802,0.07,0.02,4251020306,2472,Yes,Bachelor or equivalent,Male,Yes,Single,116,\N,1,5,73,Technology Related Job,70,NH,87,78,No,No,0.52,5951,661,0
33,20-39,55831,0.01,0,4251080920,2473,Yes,Master or equivalent,Male,Yes,Married,4,\N,0,3,14,Others,430,VA,91,188,No,No,0.73,7007,778,0
33,20-39,55831,0.01,0,4251080920,2473,Yes,Master or equivalent,Male,Yes,Married,4,\N,0,3,14,Others,430,VA,91,188,No,No,0.73,2857,714,0
64,60-79,166731,0.07,0,4251043304,2474,Yes,Master or equivalent,Female,No,Married,62,\N,1,0,32,Technology Related Job,102,WA,288,203,No,Yes,0.19,5021,836,0
64,60-79,166731,0.07,0,4251043304,2474,Yes,Master or equivalent,Female,No,Married,62,\N,1,0,32,Technology Related Job,102,WA,288,203,No,Yes,0.19,5038,839,0
79,60-99,164760,0.01,0.02,4251017385,2475,Yes,High School or below,Female,Yes,Married,69,\N,3,6,73,Others,463,IN,291,63,No,No,0.4,5377,1075,0
79,60-99,164760,0.01,0.02,4251017385,2475,Yes,High School or below,Female,Yes,Married,69,\N,3,6,73,Others,463,IN,291,63,No,No,0.4,4140,828,0
42,40-59,25661,0.07,0.02,4251062716,2476,Yes,High School or below,Male,Yes,Married,7,\N,1,4,91,Technology Related Job,135,KS,488,78,No,No,0.85,1766,588,0
42,40-59,25661,0.07,0.02,4251062716,2476,Yes,High School or below,Male,Yes,Married,7,\N,1,4,91,Technology Related Job,135,KS,488,78,No,No,0.85,3221,644,0
58,40-59,23690,0.01,0,4251067546,2477,Yes,High School or below,Female,Yes,Single,15,\N,3,1,32,Others,495,NC,491,188,No,No,0.06,8201,820,0
58,40-59,23690,0.01,0,4251067546,2477,Yes,High School or below,Female,Yes,Single,15,\N,3,1,32,Others,495,NC,491,188,No,No,0.06,1007,503,0
58,40-59,23690,0.01,0,4251067546,2477,Yes,High School or below,Female,Yes,Single,15,\N,3,1,32,Others,495,NC,491,188,No,No,0.06,1192,1192,0
20,20-39,134590,0,0,4251092553,2478,Yes,High School or below,Male,Yes,Single,73,\N,0,7,50,Technology Related Job,167,OH,188,203,No,No,0.52,821,410,1
20,20-39,134590,0,0,4251092553,2478,Yes,High School or below,Male,Yes,Single,73,\N,0,7,50,Technology Related Job,167,OH,188,203,No,No,0.52,5408,772,1
20,20-39,134590,0,0,4251092553,2478,Yes,High School or below,Male,Yes,Single,73,\N,0,7,50,Technology Related Job,167,OH,188,203,No,No,0.52,1046,1046,1
36,20-39,132619,0.02,0.02,4251074208,2479,Yes,Bachelor or equivalent,Male,Yes,Married,80,\N,3,4,91,Others,28,AK,192,63,No,No,0.73,4863,810,0
36,20-39,132619,0.02,0.02,4251074208,2479,Yes,Bachelor or equivalent,Male,Yes,Married,80,\N,3,4,91,Others,28,AK,192,63,No,No,0.73,7699,769,0
66,60-79,243519,0,0.02,4251058388,2480,Yes,Bachelor or equivalent,Female,Yes,Single,18,\N,0,2,9,Technology Related Job,200,AR,389,78,No,No,0.19,4211,842,0
66,60-79,243519,0,0.02,4251058388,2480,Yes,Bachelor or equivalent,Female,Yes,Single,18,\N,0,2,9,Technology Related Job,200,AR,389,78,No,No,0.19,4358,871,0
66,60-79,243519,0,0.02,4251058388,2480,Yes,Bachelor or equivalent,Female,Yes,Single,18,\N,0,2,9,Technology Related Job,200,AR,389,78,No,No,0.19,588,588,0
14,0-19,241548,0.02,0,4251021415,2481,Yes,Bachelor or equivalent,Female,Yes,Married,25,\N,3,7,50,Others,60,MD,392,188,No,Yes,0.4,3253,464,0
14,0-19,241548,0.02,0,4251021415,2481,Yes,Bachelor or equivalent,Female,Yes,Married,25,\N,3,7,50,Others,60,MD,392,188,No,Yes,0.4,1388,347,0
45,40-59,102449,0,0,4251068588,2482,Yes,Master or equivalent,Male,Yes,Married,83,\N,0,5,68,Technology Related Job,233,MI,89,203,No,No,0.85,2669,889,0
45,40-59,102449,0,0,4251068588,2482,Yes,Master or equivalent,Male,Yes,Married,83,\N,0,5,68,Technology Related Job,233,MI,89,203,No,No,0.85,6446,805,0
60,60-79,100478,0.02,0.02,4251053099,2483,Yes,High School or below,Female,No,Single,91,\N,2,2,9,Others,93,RI,92,63,No,No,0.06,2246,449,0
60,60-79,100478,0.02,0.02,4251053099,2483,Yes,High School or below,Female,No,Single,91,\N,2,2,9,Others,93,RI,92,63,No,No,0.06,4705,784,0
23,20-39,211378,0,0.02,4251079624,2484,Yes,High School or below,Male,Yes,Single,29,\N,0,0,27,Technology Related Job,265,SD,289,78,Yes,No,0.52,2839,473,0
23,20-39,211378,0,0.02,4251079624,2484,Yes,High School or below,Male,Yes,Single,29,\N,0,0,27,Technology Related Job,265,SD,289,78,Yes,No,0.52,2523,630,0
39,20-59,209407,0.02,0,4251034227,2485,Yes,High School or below,Male,Yes,Single,36,\N,2,5,67,Others,125,DE,293,188,No,No,0.73,4732,591,1
39,20-59,209407,0.02,0,4251034227,2485,Yes,High School or below,Male,Yes,Single,36,\N,2,5,67,Others,125,DE,293,188,No,No,0.73,3017,502,1
69,60-79,70307,0.01,0,4251036094,2486,Yes,High School or below,Female,Yes,Single,94,\N,3,3,86,Technology Related Job,298,GA,490,203,No,No,0.19,6479,809,0
69,60-79,70307,0.01,0,4251036094,2486,Yes,High School or below,Female,Yes,Single,94,\N,3,3,86,Technology Related Job,298,GA,490,203,No,No,0.19,2149,429,0
69,60-79,70307,0.01,0,4251036094,2486,Yes,High School or below,Female,Yes,Single,94,\N,3,3,86,Technology Related Job,298,GA,490,203,No,No,0.19,1145,1145,0
17,0-19,68336,0.03,0.02,4251062910,2487,Yes,High School or below,Female,Yes,Married,102,\N,2,0,26,Others,158,MT,493,63,No,No,0.4,4328,1082,0
17,0-19,68336,0.03,0.02,4251062910,2487,Yes,High School or below,Female,Yes,Married,102,\N,2,0,26,Others,158,MT,493,63,No,No,0.4,657,657,0
19,0-39,123294,0.06,0.02,4251038933,2488,Yes,Bachelor or equivalent,Female,No,Single,72,\N,3,2,96,Others,334,ME,92,98,No,No,0.93,1610,402,0
19,0-39,123294,0.06,0.02,4251038933,2488,Yes,Bachelor or equivalent,Female,No,Single,72,\N,3,2,96,Others,334,ME,92,98,No,No,0.93,310,155,0
50,40-59,234194,0.04,0.02,4251090111,2489,Yes,Bachelor or equivalent,Male,Yes,Single,10,\N,0,0,14,Technology Related Job,6,MA,289,113,No,No,0.39,1610,536,0
50,40-59,234194,0.04,0.02,4251090111,2489,Yes,Bachelor or equivalent,Male,Yes,Single,10,\N,0,0,14,Technology Related Job,6,MA,289,113,No,No,0.39,11300,807,0
65,60-79,232223,0.06,0,4251089991,2490,No,Bachelor or equivalent,Male,Yes,Married,18,\N,3,6,55,Technology Related Job,367,PA,292,223,No,No,0.6,3580,1193,0
65,60-79,232223,0.06,0,4251089991,2490,No,Bachelor or equivalent,Male,Yes,Married,18,\N,3,6,55,Technology Related Job,367,PA,292,223,No,No,0.6,5401,1080,0
28,20-39,93124,0.05,0,4251068353,2491,Yes,Master or equivalent,Female,Yes,Married,76,\N,0,3,73,Technology Related Job,39,RI,489,238,No,No,0.05,1421,1421,0
28,20-39,93124,0.05,0,4251068353,2491,Yes,Master or equivalent,Female,Yes,Married,76,\N,0,3,73,Technology Related Job,39,RI,489,238,No,No,0.05,1922,961,0
28,20-39,93124,0.05,0,4251068353,2491,Yes,Master or equivalent,Female,Yes,Married,76,\N,0,3,73,Technology Related Job,39,RI,489,238,No,No,0.05,1365,1365,0
44,40-59,91153,0.07,0.02,4251058656,2492,Yes,High School or below,Male,Yes,Married,83,\N,3,1,14,Technology Related Job,399,CO,493,98,No,Yes,0.26,6846,855,0
44,40-59,91153,0.07,0.02,4251058656,2492,Yes,High School or below,Male,Yes,Married,83,\N,3,1,14,Technology Related Job,399,CO,493,98,No,Yes,0.26,3228,807,0
44,40-59,91153,0.07,0.02,4251058656,2492,Yes,High School or below,Male,Yes,Married,83,\N,3,1,14,Technology Related Job,399,CO,493,98,No,Yes,0.26,6,6,0
74,60-79,202053,0.05,0.02,4251091784,2493,Yes,High School or below,Female,No,Married,21,\N,0,6,32,Technology Related Job,72,DE,190,113,No,No,0.72,2243,1121,0
74,60-79,202053,0.05,0.02,4251091784,2493,Yes,High School or below,Female,No,Married,21,\N,0,6,32,Technology Related Job,72,DE,190,113,No,No,0.72,5461,910,0
22,20-39,200082,0.07,0,4251084026,2494,Yes,High School or below,Female,Yes,Single,29,\N,2,4,73,Technology Related Job,432,MO,193,223,No,No,0.93,6217,888,0
22,20-39,200082,0.07,0,4251084026,2494,Yes,High School or below,Female,Yes,Single,29,\N,2,4,73,Technology Related Job,432,MO,193,223,No,No,0.93,2901,414,0
52,40-59,60982,0.05,0,4251084053,2495,Yes,High School or below,Male,Yes,Single,87,\N,3,1,91,Technology Related Job,104,NE,390,238,No,No,0.39,3962,396,0
52,40-59,60982,0.05,0,4251084053,2495,Yes,High School or below,Male,Yes,Single,87,\N,3,1,91,Technology Related Job,104,NE,390,238,No,No,0.39,1307,653,0
68,60-79,59011,0.07,0.02,4251086305,2496,Yes,Bachelor or equivalent,Male,Yes,Married,94,\N,2,7,31,Technology Related Job,464,UT,393,98,No,No,0.6,4287,1071,0
68,60-79,59011,0.07,0.02,4251086305,2496,Yes,Bachelor or equivalent,Male,Yes,Married,94,\N,2,7,31,Technology Related Job,464,UT,393,98,No,No,0.6,2951,491,0
68,60-79,59011,0.07,0.02,4251086305,2496,Yes,Bachelor or equivalent,Male,Yes,Married,94,\N,2,7,31,Technology Related Job,464,UT,393,98,No,No,0.6,307,307,0
31,20-39,169912,0.05,0.02,4251030971,2497,Yes,Bachelor or equivalent,Female,Yes,Single,32,\N,3,4,50,Technology Related Job,137,VA,90,113,No,No,0.05,5726,818,1
31,20-39,169912,0.05,0.02,4251030971,2497,Yes,Bachelor or equivalent,Female,Yes,Single,32,\N,3,4,50,Technology Related Job,137,VA,90,113,No,No,0.05,4989,623,1
46,40-59,167941,0,0,4251059890,2498,Yes,Bachelor or equivalent,Male,Yes,Married,39,\N,2,2,90,Technology Related Job,497,ID,94,223,No,No,0.27,5262,877,0
46,40-59,167941,0,0,4251059890,2498,Yes,Bachelor or equivalent,Male,Yes,Married,39,\N,2,2,90,Technology Related Job,497,ID,94,223,No,No,0.27,3248,649,0
77,60-79,28841,0.06,0,4251045081,2499,Yes,Bachelor or equivalent,Female,Yes,Married,97,\N,3,7,9,Technology Related Job,169,IN,291,238,No,No,0.72,5315,885,0
77,60-79,28841,0.06,0,4251045081,2499,Yes,Bachelor or equivalent,Female,Yes,Married,97,\N,3,7,9,Technology Related Job,169,IN,291,238,No,No,0.72,4375,729,0
25,20-39,26870,0,0.01,4251055484,2500,Yes,PhD or equivalent,Female,Yes,Single,105,\N,1,5,49,Technology Related Job,29,NM,294,98,No,No,0.93,5260,751,0
25,20-39,26870,0,0.01,4251055484,2500,Yes,PhD or equivalent,Female,Yes,Single,105,\N,1,5,49,Technology Related Job,29,NM,294,98,No,No,0.93,2160,720,0
55,40-59,137770,0.06,0.02,4251097908,2501,Yes,High School or below,Male,Yes,Single,43,\N,3,3,68,Technology Related Job,202,NC,491,113,No,No,0.39,5032,838,0
